0	100	1	100	100
0	100	2	100	100
101	150	1	2	2
101	150	2	6	2
151	160	2	2	3
151	160	2	5	2
161	170	1	2	5
161	170	2	8	2
171	180	1	2	8
171	180	2	10	2
181	190	1	2	10
181	190	2	15	2
191	200	1	2	10
191	200	2	20	2
201	210	1	2	10
201	210	2	30	2
211	290	1	100	100
211	290	2	100	100
291	360	1	2	20
291	360	2	100	100
361	2000	1	100	100
361	2000	2	100	100
